MANDT,QMNUM,QMART,QMTXT,ARTPR,PRIOK,ERNAM,ERDAT,AENAM,AEDAT,MZEIT,QMDAT,QMNAM,STRMN,STRUR,LTRMN,LTRUR,WAERS,AUFNR,VERID
800,000010000837,N1   ,Set user authorization for Clickshot    ,PM   ,     ,GIESEB      ,2002-10-22 00:00:00,GIESEB      ,2002-10-22 00:00:00,2021-02-15 09:07:24,2002-10-21 00:00:00,None,2002-10-21 00:00:00,2021-02-15 09:07:24,None,2021-02-15 00:00:00,       ,              ,      
800,000010000838,N1   ,Multi-level lists in IT Office          ,PM   ,3    ,GIESEB      ,2002-10-22 00:00:00,GIESEB      ,2002-10-22 00:00:00,2021-02-15 11:07:51,2002-10-09 00:00:00,None,2002-10-09 00:00:00,2021-02-15 11:09:33,None,2021-02-15 00:00:00,       ,              ,      
800,000010000847,N1   ,Colors are fading                       ,PM   ,2    ,GIESEB      ,2002-12-11 00:00:00,SCHULZET    ,2010-11-24 00:00:00,2021-02-15 12:47:34,2002-12-11 00:00:00,None,2002-12-11 00:00:00,2021-02-15 12:48:51,2002-11-16 00:00:00,2021-02-15 12:48:51,       ,000000812563  ,      
800,000010000848,N1   ,Relocation of PC03                      ,PM   ,4    ,GIESEB      ,2002-12-11 00:00:00,GIESEB      ,2002-12-11 00:00:00,2021-02-15 13:03:41,2002-12-11 00:00:00,None,2002-12-11 00:00:00,2021-02-15 13:05:05,2002-12-12 00:00:00,2021-02-15 13:05:05,       ,000000812564  ,      
800,000010000857,M1   ,Pump breakdown                          ,PM   ,3    ,KROEGER     ,2003-02-21 00:00:00,GIESEB      ,2004-03-29 00:00:00,2021-02-15 17:18:15,2003-02-21 00:00:00,None,2003-02-21 00:00:00,2021-02-15 17:18:40,2003-07-03 00:00:00,2021-02-15 17:18:40,       ,000000813340  ,      
800,000010000867,MQ   ,Quality problem                         ,PM   ,     ,KROEGER     ,2003-04-03 00:00:00,GIESEB      ,2004-03-29 00:00:00,2021-02-15 14:23:17,2003-04-03 00:00:00,None,None,2021-02-15 00:00:00,None,2021-02-15 00:00:00,       ,              ,      
800,000010000877,M2   ,Escalator is out of order               ,PM   ,     ,KRAFT       ,2003-07-31 00:00:00,SCHULZET    ,2010-12-11 00:00:00,2021-02-15 10:12:50,2003-07-31 00:00:00,None,2003-07-31 00:00:00,2021-02-15 10:12:50,None,2021-02-15 00:00:00,       ,000000813600  ,      
800,000010000887,M1   ,Pump case is broken                     ,PM   ,1    ,GIESEB      ,2004-11-03 00:00:00,            ,None,2021-02-15 15:10:53,2004-11-03 00:00:00,None,2004-11-03 00:00:00,2021-02-15 15:11:28,2004-12-03 00:00:00,2021-02-15 15:11:28,       ,              ,      
800,000010000888,M2   ,Engine leakage                          ,PM   ,     ,GIESEB      ,2004-11-03 00:00:00,            ,None,2021-02-15 15:13:30,2004-11-03 00:00:00,None,2004-11-03 00:00:00,2021-02-15 15:13:30,None,2021-02-15 00:00:00,       ,              ,      
800,000010000889,M1   ,Pump makes unusual noises               ,PM   ,3    ,GIESEB      ,2004-11-03 00:00:00,            ,None,2021-02-15 15:16:58,2004-11-03 00:00:00,None,2004-11-03 00:00:00,2021-02-15 15:16:58,None,2021-02-15 00:00:00,       ,              ,      
800,000010000890,M1   ,Motor is overheated                     ,PM   ,2    ,GIESEB      ,2004-11-03 00:00:00,GIESEB      ,2004-11-03 00:00:00,2021-02-15 15:18:01,2004-11-03 00:00:00,None,2004-11-03 00:00:00,2021-02-15 15:18:45,2004-03-15 00:00:00,2021-02-15 15:18:45,       ,              ,      
800,000010000891,M2   ,Ventilator is unbalanced                ,PM   ,     ,GIESEB      ,2004-11-03 00:00:00,            ,None,2021-02-15 15:19:19,2004-11-03 00:00:00,None,2004-11-03 00:00:00,2021-02-15 15:19:19,None,2021-02-15 00:00:00,       ,              ,      
800,000010000892,M1   ,Cupboard needs to be fixed              ,PM   ,4    ,GIESEB      ,2004-11-03 00:00:00,            ,None,2021-02-15 15:22:34,2004-11-03 00:00:00,None,2004-11-03 00:00:00,2021-02-15 15:23:07,2004-10-04 00:00:00,2021-02-15 15:23:07,       ,              ,      
800,000010000907,M2   ,Motor damaged                           ,PM   ,2    ,GIESEB      ,2004-03-29 00:00:00,SCHULZET    ,2010-11-25 00:00:00,2021-02-15 13:47:11,2004-03-29 00:00:00,None,2004-03-29 00:00:00,2021-02-15 13:47:47,2004-02-04 00:00:00,2021-02-15 13:47:47,       ,000000813982  ,      
800,000010000917,ZP   ,1) Wartungsmassnahmen an Pumpe Etanorm  ,PM   ,3    ,SCHULZET    ,2004-05-04 00:00:00,SCHULZET    ,2004-05-04 00:00:00,2021-02-15 09:05:22,2004-05-04 00:00:00,None,2004-05-04 00:00:00,2021-02-15 09:05:22,2004-04-19 00:00:00,2021-02-15 09:05:22,       ,000000814000  ,      
800,000010000918,ZP   ,2) Wartungsma�nahme am Pumpengetriebe   ,PM   ,3    ,SCHULZET    ,2004-05-04 00:00:00,SCHULZET    ,2004-06-04 00:00:00,2021-02-15 09:05:26,2004-05-04 00:00:00,None,2004-05-04 00:00:00,2021-02-15 09:05:26,2004-04-19 00:00:00,2021-02-15 09:05:26,       ,000000814001  ,      
800,000010000919,ZP   ,3) Wartungsma�nahmen am Pumpenmotor     ,PM   ,3    ,SCHULZET    ,2004-05-04 00:00:00,SCHULZET    ,2004-07-04 00:00:00,2021-02-15 09:05:28,2004-05-04 00:00:00,None,2004-05-04 00:00:00,2021-02-15 09:05:28,2004-04-19 00:00:00,2021-02-15 09:05:28,       ,000000814002  ,      
800,000010000927,ZP   ,Regelm��ige Inspektion der Kl�ranlage   ,PM   ,3    ,SCHULZET    ,2004-04-14 00:00:00,SCHULZET    ,2004-04-16 00:00:00,2021-02-15 14:42:52,2004-04-14 00:00:00,None,2004-04-14 00:00:00,2021-02-15 14:42:52,2004-04-28 00:00:00,2021-02-15 14:42:52,       ,000000814020  ,      
800,000010000937,ZP   ,Druckpr�fung der Gasanlage              ,PM   ,     ,SCHULZET    ,2004-04-27 00:00:00,SCHULZET    ,2004-04-30 00:00:00,2021-02-15 13:01:40,2004-04-27 00:00:00,None,2004-04-22 00:00:00,2021-02-15 00:00:00,2004-02-05 00:00:00,None,       ,000000814040  ,      
800,000010000947,ZP   ,1) Wartungsmassnahmen an Pumpe Etanorm  ,PM   ,3    ,SCHULZET    ,2004-10-05 00:00:00,SCHULZET    ,2004-12-05 00:00:00,2021-02-15 09:40:25,2004-10-05 00:00:00,None,2004-10-05 00:00:00,2021-02-15 09:40:25,2004-05-24 00:00:00,2021-02-15 09:40:25,       ,000000814060  ,      
800,000010000948,ZP   ,2) Wartungsma�nahme am Pumpengetriebe   ,PM   ,3    ,SCHULZET    ,2004-10-05 00:00:00,SCHULZET    ,2004-05-13 00:00:00,2021-02-15 09:40:32,2004-10-05 00:00:00,None,2004-10-05 00:00:00,2021-02-15 09:40:32,2004-05-24 00:00:00,2021-02-15 09:40:32,       ,000000814061  ,      
800,000010000949,ZP   ,3) Wartungsma�nahmen am Pumpenmotor     ,PM   ,3    ,SCHULZET    ,2004-10-05 00:00:00,SCHULZET    ,2004-05-14 00:00:00,2021-02-15 09:40:33,2004-10-05 00:00:00,None,2004-10-05 00:00:00,2021-02-15 09:40:33,2004-05-24 00:00:00,2021-02-15 09:40:33,       ,000000814062  ,      
800,000010000957,M2   ,Ausfall Spritzroboter (1906)            ,PM   ,     ,KUNITZ      ,2004-05-18 00:00:00,KUNITZ      ,2004-05-18 00:00:00,2021-02-15 10:04:10,2004-05-18 00:00:00,None,2004-05-18 00:00:00,2021-02-15 10:04:10,None,2021-02-15 00:00:00,       ,              ,      
800,000010000967,ZP   ,Vierteljahresinspektion Feuerloescher   ,PM   ,     ,SCHULZET    ,2004-06-23 00:00:00,SCHULZET    ,2004-06-25 00:00:00,2021-02-15 09:06:20,2004-06-23 00:00:00,None,2004-06-18 00:00:00,2021-02-15 00:00:00,2004-06-28 00:00:00,None,       ,000000814120  ,      
800,000010000997,OS   ,Installation Abzugshaube                ,PM   ,2    ,BOCKW       ,2005-01-26 00:00:00,            ,None,2021-02-15 14:32:35,2005-01-26 00:00:00,None,2005-01-26 00:00:00,2021-02-15 14:32:28,2005-01-30 00:00:00,2021-02-15 14:32:28,       ,              ,      
800,000010000998,OS   ,Installation Schutzhaube                ,PM   ,2    ,BOCKW       ,2005-01-26 00:00:00,            ,None,2021-02-15 14:43:47,2005-01-26 00:00:00,None,2005-01-26 00:00:00,2021-02-15 14:43:47,2005-01-30 00:00:00,2021-02-15 14:43:47,       ,              ,      
800,000010000999,OS   ,Besprechung                             ,PM   ,3    ,BOCKW       ,2005-01-26 00:00:00,BOCKW       ,2005-01-26 00:00:00,2021-02-15 14:46:31,2005-01-26 00:00:00,None,2005-01-26 00:00:00,2021-02-15 14:46:31,2005-09-02 00:00:00,2021-02-15 14:46:31,       ,              ,      
800,000010001009,I1   ,Annual Building Inspection              ,PM   ,     ,THOMASJO    ,2005-01-28 00:00:00,            ,None,2021-02-15 10:23:45,2005-01-28 00:00:00,None,2005-01-28 00:00:00,2021-02-15 10:23:45,None,2021-02-15 00:00:00,       ,              ,      
800,000010001027,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,SCHULZET    ,2005-06-04 00:00:00,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000814704  ,      
800,000010001028,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,SCHULZET    ,2009-06-18 00:00:00,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000814705  ,      
800,000010001029,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,SCHULZET    ,2010-11-24 00:00:00,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000814706  ,      
800,000010001030,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,SCHULZET    ,2010-11-25 00:00:00,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000814707  ,      
800,000010001031,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,SCHULZET    ,2010-11-25 00:00:00,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000814708  ,      
800,000010001032,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,SCHULZET    ,2010-11-25 00:00:00,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000814709  ,      
800,000010001033,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,SCHULZET    ,2010-11-25 00:00:00,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000814710  ,      
800,000010001034,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000814711  ,      
800,000010001035,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000814712  ,      
800,000010001036,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000814713  ,      
800,000010001037,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000814714  ,      
800,000010001038,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,SCHULZET    ,2010-11-25 00:00:00,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000814715  ,      
800,000010001039,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000814716  ,      
800,000010001040,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000814717  ,      
800,000010001041,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000814718  ,      
800,000010001042,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000814719  ,      
800,000010001043,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000814720  ,      
800,000010001044,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000814721  ,      
800,000010001045,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000814722  ,      
800,000010001046,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000814723  ,      
800,000010001047,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000814724  ,      
800,000010001048,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000814725  ,      
800,000010001049,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000814726  ,      
800,000010001050,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000814727  ,      
800,000010001051,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000814728  ,      
800,000010001052,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000814729  ,      
800,000010001053,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000814730  ,      
800,000010001054,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000814731  ,      
800,000010001055,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000814732  ,      
800,000010001056,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000814733  ,      
800,000010001057,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000814734  ,      
800,000010001058,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000814735  ,      
800,000010001059,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000814736  ,      
800,000010001060,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000814737  ,      
800,000010001061,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000814738  ,      
800,000010001062,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000814739  ,      
800,000010001063,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000814740  ,      
800,000010001064,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000814741  ,      
800,000010001065,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000814742  ,      
800,000010001066,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000814743  ,      
800,000010001067,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000814744  ,      
800,000010001068,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000814745  ,      
800,000010001069,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000814746  ,      
800,000010001070,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000814747  ,      
800,000010001071,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000814748  ,      
800,000010001072,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000814749  ,      
800,000010001073,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000814750  ,      
800,000010001074,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000814751  ,      
800,000010001075,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000814752  ,      
800,000010001076,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000814753  ,      
800,000010001077,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000814754  ,      
800,000010001078,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000814755  ,      
800,000010001079,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000814756  ,      
800,000010001080,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000814757  ,      
800,000010001081,ZP   ,Z�hlerstandsabh. WP Pumpenblock 2       ,PM   ,3    ,SCHULZET    ,2005-04-04 00:00:00,            ,None,2021-02-15 11:28:30,2005-04-04 00:00:00,None,2005-04-04 00:00:00,2021-02-15 11:28:30,2005-04-18 00:00:00,2021-02-15 11:28:30,       ,000000814758  ,      
